腿 搁在办公桌上,10.00
这五六分钟我只关心说唱,10.00
大脑像硬币投进的湖里的波浪激荡,10.00
如果你们智商170和我一样,10.00
耳边的铃铛 晶晶亮 轻轻唱 interesting的声音记在了心上,10.00
倒掉这鸡汤 错的路走几趟 开心难过换来换去像是在打乒乓,10.00
叮当猫口袋里频临乓啷在响 不像一无所有的人只好拿出了抢,10.00
bang bang 什么东西不能用道理讲 man down 谁站出来说他还有理想,10.00
这景象 让我联想 我的思路像是蜻蜓 在飞行 听不到你演讲,10.00
我拼命地前行 不断遇到瓶颈 全程保持清醒 时刻准备面对劲敌,10.00
把事情办到 懒得跟你探讨 省着我的弹药 不叽叽喳喳,10.00
嘻嘻哈哈 爸爸妈妈不喜欢嘻哈 不喜欢我说脏话,10.00
但脏话的背后是真实的揭露 跟上这节奏和生活邂逅,10.00
关于这个时空 维度不只时钟 做了一个梦里碰到一个神对那个秘密精通,10.00
群居动物 韵律和音乐 所以人都会孤独 革命和鲜血,10.00
千真万确的不千真万确 欢迎来到这个不确定的世界,10.00
不相信这一切 是全部的一切 渴望真相的心特别炽烈,10.00
尽管早晚 都会凋谢 尽管没有希望还是要去了解,10.00
所有的 理由,5.00
所有的 低头,5.00
所有的 意犹 未尽,5.00
所有的 垂头 丧气,5.00
像zombie 下象棋 趁你情敌 把你将军,10.00
所有的输赢 在刹那的决定,10.00
所有的决定 都是注定,10.00
所有的fans跟着伴奏 穿着yoga pants来战斗,10.00
女孩都爱Chuck Zigga Jiang他的汗臭 XZT渐快渐慢的flow,10.00
让你颤抖,10.00
Hype it up hates怕 倒吸口冷气 把我们比作了2 pac and biggie,10.00
Feezy这场休息 看场好戏 SFG在夏季的ending迎来新的胜利,10.00
iPhone7 能防水不怕他们pussy get wetter,10.00
我比你厉害但我不consider you any lesser,10.00
海尔兄弟上了pigeons&planes 全世界都听到中国嘻哈,10.00
奥运会上傅园慧告诉全世界她那天来了大姨夫,10.00
yeezy要卖桌子你们不是队要排到那一家宜家,10.00
70万的listen 还要怪直火帮出钱买了网易吗,10.00
有点痛又叫的我的耳膜有点懵,10.00
洋迷她 电影我一部都没看过也不知她到底整没整容,10.00
长期假 然后实在假不下去了直接注销微信以为还能玩失踪,10.00
我只想笑着 把生活当做一场游戏,10.00
下次遇到你会是第几个月的星期几,0.00
我不会像曾经一样为别人而脱衣,0.00
我丢失了棉被,0.00
能换回几个枕头,0.00
就算荣华富贵,0.00
也没法隔夜仇,0.00
感谢用心教育深刻教训 让我完全蜕变,0.00
没法睡 not on the track,0.00
害怕没人能满足你想要的滋味,0.00
何况你心那么脆,0.00
那位枪手目标定格了 两点一线,0.00
有些话在说出口之前需要面对面,0.00
时间改正我的善变面对你不是演员,0.00
最好的弥补暗地陪在你身边 多花时间,2.10
don’t worry第二个保护你的我在床前,2.10
don’t worry给我机会才能满足你心愿,2.10
